id,Song-Name,Artists,Genre,Album/Movie,User-Rating
296,Baby Ko Bass Pasand Hai,"Badshah, Ishita, Shalmali Kholgade, Vishal Dadlani", Dance,Sultan,7.9
297,Daddy Mummy,"Devi Sri Prasad, M. M. Manasi", Dance,Bhaag Johnny,9
298,Dekha Hazaro Dafaa,"Arijit Singh, Palak Muchhal", Romantic,Rustom,9.6
299,Khatar Patar,Papon, Dance,Sui Dhaaga,9.4
300,Tu Mera Bhai Nahi Hai,"Gandhharv Sachdeav, Raftaar", ,Fukrey Returns,9.5
301,Party With The Bhoothnath,Yo Yo Honey Singh, Dance,Bhoothnath Returns,9
302,Hasi,Ami Mishra, RomanticSad,Hamari Adhuri Kahani,9.5
303,Good Man Di Laaltein,"Sukhwinder Singh, Sunidhi Chauhan", Dance,Soorma,9.5
304,Kaabil Hoon,"Jubin Nautiyal, Palak Muchhal", Romantic,Kaabil,8.8
305,Manali Trance,"Neha Kakkar, Yo Yo Honey Singh", Dance,The Shaukeens,9.4
306,Main Teri Dushman Dushman Tu,Lata Mangeshkar, Dance,Nagina,7.3
307,Hafiz Hafiz,Mohit Chauhan, Romantic,Laila Majnu,9.4
308,Tere Jaisa Yaar Kahan,Kishore Kumar, ,Yaarana,9.1
309,Daryaa,"Ammy Virk, Shahid Mallya", Sad,Manmarziyaan,9.6
310,Chota Sa Fasana,Arijit Singh, ,Karwaan,9.7
311,Main Adhoora,"Aakanksha Sharma, Yasser Desai", Sad,Beiimaan Love,8.8
312,Aao Raja,"Neha Kakkar, Yo Yo Honey Singh", Dance,Gabbar Is Back,9.1
313,Haseeno Ka Deewana,"Payal Dev, Raftaar", Dance,Kaabil,9.1
314,Swag,"Brijesh Shandaliya, Pranaay", Dance,Munna Michael,9.1
315,Ki Kariye Nachna Aaonda Nahin,"Hardy Sandhu, Neha Kakkar, Raftaar", Dance,Tum Bin 2,9
316,Neele Neele Ambar par,Kishore Kumar, Dance,Kalaakaar,9.3
317,Choli Ke Peeche Kya Hai (Female),"Alka Yagnik, Vinod Rathod", Dance,Khal Nayak,8.7
318,Kitna Haseen Chehra,Kumar Sanu, Romantic,Dilwale,8.2
319,Girl I Need You,"Arijit Singh, Roach Killa", Romantic,Baaghi,9.3
320,Sanam Teri Kasam,Ankit Tiwari, Romantic,Sanam Teri Kasam,9.3
321,Kisi Din Banoongi Main,"Alka Yagnik, Udit Narayan", Dance,Raja,8.4
322,Laaj Sharam,"Divya Kumar, Enbee, Jasleen Royal", ,Veere Di Wedding,9
323,Badan Pe Sitaare,Sonu Nigam, DanceRomantic,Fanney Khan,9.3
324,Menu Kehn De,Himesh Reshammiya, Sad,Aap Se Mausiiquii,8.9
325,Bekhudi,"Aditi Singh Sharma, Darshan Raval", Romantic,Teraa Surroor,9
326,Kun Faya Kun,"A.R. Rahman, Javed Ali, Mohit Chauhan", Dance,Rockstar,9.4
327,Balam Pichkari,"Shalmali Kholgade, Vishal Dadlani", Dance,Yeh Jawaani Hai Deewani,9.1
328,Tinka Tinka Dil Mera,Rahat Fateh Ali Khan, Sad,Tubelight,9.4
329,Jaana Ve,Arijit Singh, Romantic,Aksar 2,9.3
330,Shubh Din,"Keerthi Sagathia, Yotica Tangri", ,Parmanu The Story of Pokhran,9.6
331,The Disco Song,"Benny Dayal, Nazia Hassan, Sunidhi Chauhan", Dance,Student of the Year,9.1
332,Nagada Sang Dhol,"Osman Mir, Shreya Ghoshal", Dance,Goliyon Ki Rasleela Ram-leela,9
333,Tune Mari Entriyaan,"Bappi Lahiri, K.K., Neeti Mohan, Vishal Dadlani", Dance,Gunday,8.9
334,Ijazat,"Arijit Singh, Meet Bros", RomanticSensual,One Night Stand,8.5
335,Tujhse Naaraz Nahi Zindagi,Anup Ghoshal, Sad,Masoom,9.2
336,Pyar Kabhi Kam Nahi Karna,"Asha Bhosle, Bappi Lahiri", Romantic,Prem Pratigyaa,8.2
337,Chikni Chameli,Shreya Ghoshal, Dance,Agneepath,9.2
338,Zaroorat,Mustafa Zahid, Sad,Ek Villain,9.4
339,Bang Bang,"Benny Dayal, Neeti Mohan", Dance,Bang bang,9.3
340,Bulleya,Papon, Romantic,Sultan,9.4
341,Barso Re,Shreya Ghoshal, Dance,Guru,9.3
342,Manwa Laage,"Arijit Singh, Shreya Ghoshal", Romantic,Happy New Year,9.3
343,The Google Song,"Amaal Mallik, Armaan Malik, Neeti Mohan, Sonu Nigam, Tulsi Kumar", Dance,Mubarakan,9.1
344,Ek Mulaqat,Jubin Nautiyal, RomanticSad,Sonali Cable,9.3
345,Suraj Hua Maddham,"Alka Yagnik, Sonu Nigam", ,Kabhi Khushi Kabhie Gham,9.2
346,Aa Toh Sahii,"Meet Bros, Neha Kakkar", Dance,Judwaa 2,9.2
347,Nazm Nazm,Arko, Romantic,Bareilly Ki Barfi,9.6
348,Teri Ore,"Rahat Fateh Ali Khan, Shreya Ghoshal", Romantic,Singh Is Kinng,9.4
349,Toota Jo Kabhi Tara,"Atif Aslam, Sumedha Karmahe", Sad,A Flying Jatt,9.3
350,Say “Shava Shava”,"Aadesh, Alka Yagnik, Amitabh Bachchan, Sudesh Bhosle, Sunidhi Chauhan", Dance,Kabhi Khushi Kabhie Gham,9.1
351,Sunn Raha Hai (Male),Ankit Tiwari, Sad,Aashqui 2,9.3
352,Tu Banja Gali Benaras Ki,Asit Tripathy, Romantic,Shaadi Mein Zaroor Aana,9.6
353,Khuda Bhi,Mohit Chauhan, Romantic,Ek Paheli Leela,9.1
354,Chaar Botal Vodka,Yo Yo Honey Singh, Dance,Ragini MMS 2,8.8
355,Chaar Botal Vodka,Yo Yo Honey Singh, Dance,Ragini MMS 2,8.8
356,Selfie Le Le Re,"Badshah, Nakash Aziz, Pritam, Vishal Dadlani", Dance,Bajrangi Bhaijaan,8.8
357,India Wale,"K.K., Neeti Mohan, Shankar Mahadevan, Vishal Dadlani", Dance,Happy New Year,9.1
358,Kudi Gujarat Di,"Akasa Singh, Jasbir Jassi, Sonia Sharma", Dance,Sweetiee Weds NRI,9.3
359,Lag Ja Gale,Rahat Fateh Ali Khan, Romantic,Bhoomi,9.5
360,O O Jaane Jaana,Kamaal khan, Dance,Pyaar Kiya To Darna Kya,9.3
361,Fevicol Se,"Keerthi Sagathia, Mamta Sharma, Shadab Faridi, Uvie, Wajid", Dance,Dabangg 2,8.8
362,Tishnagi,"Dev Negi, Sunidhi Chauhan", Sensual,Tishnagi,8.8
363,Saiyaara,"Mohit Chauhan, Tarannum Malik", Sad,Ek Tha Tiger,9.2
364,Jab Mehndi Lag Lag Jaave,"Shreya Ghoshal, Sonu Nigam", Dance,Singh Saab The Great,8.7
365,Tu Jo Mila,K.K., ,Bajrangi Bhaijaan,9.4
366,Baarish (Atif Aslam),Atif Aslam, Romantic,Half Girlfriend,9.3
367,Akkad Bakkad,"Badshah, Neha Kakkar", Dance,Sanam Re,9.1
368,Tum Ho Toh Lagta Hai,Shaan, Romantic,Dil Juunglee,9.7
369,Kya Khoob Lagti Ho,, Dance,Dharmatma,8.6
370,Kya Khoob Lagti Ho,"Kanchan, Mukesh", Romantic,Dharmatma,8.6
371,Saturday,"Akriti Kakar, Badshah, Indeep Bakshi", Dance,Humpty Sharma Ki Dulhania,9.1
372,Dard Karaara,"Kumar Sanu, Sadhana Sargam", Romantic,Dum Laga Ke Haisha,8.9
373,Akhiyaan Milaoon Kabhi,"Alka Yagnik, Udit Narayan", Dance,Raja,9
374,Mere Humsafar,"Mithoon, Tulsi Kumar", Sad,All is Well,9.2
375,Hangover,"Anjjan, Meet Bros, Salman Khan, Shreya Ghoshal", Romantic,Kick,9.1
376,Mind Blowing,Mika Singh, Dance,Veerey Ki Wedding,9.1
377,Jaaneman Aah,"Aaman Trikha, Antara Mitra", Dance,Dishoom,9.1
378,Dangal,Daler Mehndi, Motivational,Dangal,9.1
379,Jag Ghoomeya (Female),Neha Bhasin, Romantic,Sultan,9.1
380,Madamiyan,"Mamta Sharma, Mika Singh", Dance,Tevar,9.1
381,Hum Nahi Sudhrenge,Armaan Malik, Dance,Golmaal Again,8.8
382,Aye Watan Tere Liye,"Kavita Krishnamurthy, Mohammad Aziz", Patriotic,Karma,8.8
383,Tu Hai,"A.R. Rahman, Sanah Moidutty", Romantic,Mohenjo Daro,9.4
384,Likhne Wale Ne Likh Dale,"Lata Mangeshkar, Suresh Wadkar", Dance,Arpan,7.7
385,Duniya Bananewale,Mukesh, Sad,Teesri Kasam,8.4
386,Bum Bum Bole,Shaan, Dance,Taare Zameen Par,7.4
387,Hans Mat Pagli,"Shreya Ghoshal, Sonu Nigam", Romantic,Toilet Ek Prem Katha,9.3
388,Butterfly,"Aaman Trikha, Dev Negi, Jyoti Nooran, Sultana Nooran, Sunidhi Chauhan", Dance,Jab Harry Met Sejal,9.1
389,Nayak Nahi Khalnayak Hoon Main,"Kavita Krishnamurthy, Vinod Rathod", Dance,Khal Nayak,8.7
390,Saree Ke Fall Sa,"Antara Mitra, Nakash Aziz", Dance,R... Rajkumar,8.9
391,Galla Goriyan – Aaja Soniye,"Kanika Kapoor, Mika Singh", Dance,Baa Baa Black Sheep,9.3
392,Mubarakan Title Song,"Badshah, Juggy D, Sukriti Kakar, Yash Narvekar", Dance,Mubarakan,9.4
393,Nachdi Phira,Meghna Mishra, Sad,Secret Superstar,9.6
394,Maula Mere Maula,Roop Kumar Rathod, Romantic,Anwar,9.4
395,Raah Mein Unse Mulaqat,"Alka Yagnik, Kumar Sanu", Romantic,Vijaypath,8.7
396,Resham Ka Rumaal,"Sonia Sharma, Toshi Sabri", Dance,Great Grand Masti,9
397,Twist Kamariya,"Altamash Faridi, Harshdeep Kaur, Tanishk Baagchi, Yasser Desai", Dance,Bareilly Ki Bafi,9.1
398,Ram Chahe Leela,Bhoomi Trivedi, Dance,Ramleela,9.1
399,Ram Chahe Leela,Bhoomi Trivedi, Dance,Goliyon Ki Rasleela Ram-leela,9.1
400,Kukkad Kamaal Da,"Marianne, Nisha Mascarenhas, Shahid Mallya", Dance,Student of the Year,9.4
401,Aa Jao Na,"Arijit Singh, Shashwat Sachdev", Sad,Veere Di Wedding,9.4
402,Banjaara,"Mohammed Irfan, Shashaa Tirupati", Romantic,Ek Villain,9.5
403,Radha Kaise Na Jale,"Asha Bhosle, Udit Narayan", DanceRomantic,Lagaan,9.2
404,Bewajah,Himesh Reshammiya, Sad,Sanam Teri Kasam,9.3
405,London Thumakda,"Labh Janjua, Neha Kakkar, Sonu Kakkar", Dance,Queen,8.9
406,Aashiq Banaya Aapne,"Himesh Reshammiya, Shreya Ghoshal", Sensual,Aashiq Banaya Aapne,8.4
407,Kheench Meri Photo,"Akasa Singh, Darshan Raval, Neeti Mohan", Dance,Sanam Teri Kasam,9
408,Aayega Maza Ab Barsaat Ka,"Alka Yagnik, Babul Supriyo", Romantic,Andaaz,8.5
409,Bewafa Beauty,Pawni Pandey, ,Black Mail,8.7
410,Birthday Bash,"Alfaaz, Yo Yo Honey Singh", Dance,Dilliwaali Zaalim Girlfriend,9.2
411,Jumme Ki Raat,"Mika Singh, Palak Muchhal", Dance,Kick,8.7
412,Jab Koi Baat Bigad Jaye,"Kumar Sanu, Sadhna Sargam", Romantic,Jurm,9
413,Tera Hone Laga Hoon,"Alisha Chinai, Atif Aslam", Romantic,Ajab Prem Ki Ghazab Kahani,9.4
414,Sheila Ki Jawani,"Sunidhi Chauhan, Vishal Dadlani", Dance,Tees Maar Khan,9.2
415,Uff,"Benny Dayal, Harshdeep Kaur", Dance,Bang bang,9.5
416,Sunny Sunny,Yo Yo Honey Singh, Dance,Yaariyan,8.7
417,Ghagra,"Rehka Bharadwaj, Vishal Dadlani", Dance,Yeh Jawaani Hai Deewani,9.2
418,Paani Wala Dance,"Arko, Ikka, Shraddha Pandit", Dance,Kuch Kuch Locha Hai,8.4
419,Dola Re Dola,"K.K., Kavita Krishnamurthy, Shreya Ghoshal", Dance,Devdas,8.9
420,Jab Tum Chaho,"Darshan Raval, Mohammed Irfan, Palak Muchhal", Dance,Prem Ratan Dhan Payo,8.2
421,Tere Bina Zindagi Se Koi Shikwa To Nahin,"Kishore Kumar, Lata Mangeshkar", Sad,Aandhi,8.9
422,Mujhe Ek Pal Chain,"Alka Yagnik, Hariharan, Jaswinder Narula", Dance,Judaai,8.6
423,Kuch Iss Tarah,Arnab Dutta, Sad,1921,9.6
424,Gazab Ka Hai Din,"Jubin Nautiyal, Prakriti Kakkar", Romantic,Dil Juunglee,9.7
425,Tu Jaane Na,Atif Aslam, Romantic,Ajab Prem Ki Ghazab Kahani,9.4
426,Tumne Agar Pyar Se – Female,Alka Yagnik, Dance,Raja,8.3
427,Stay A Little Longer,Anushka Shahaney, Sad,Half Girlfriend,9.5
428,Badtameez Dil,Benny Dayal, Dance,Yeh Jawaani Hai Deewani,9.3
429,Chand Sifarish,"Kailash Kher, Shaan", Romantic,Fanaa,9.2
430,Is Pyar Se Meri Taraf Na Dekho,"Alka Yagnik, Kumar Sanu", Romantic,Chamatkar,8.8
431,Aaj Unse Milna Hai,Shaan, DanceRomantic,Prem Ratan Dhan Payo,7.9
432,Tere Bin Nahi Laage,Uzair Jaswal, RomanticSad,Ek Paheli Leela,9.3
433,Yaar Na Miley,"Jasmine Sandlas, Yo Yo Honey Singh", Dance,Kick,8.9
434,Main Rang Sharbaton Ka,Atif Aslam, Romantic,Phata Poster Nikhla Hero,9.4
435,Raazi Title Track,Arijit Singh, Motivational,Raazi,9.4
436,Hum Tumhe Chahte Hai Aise,"Anand Kumar C, Kanchan, Manhar Udhas", Romantic,Qurbani,8.2
437,Ittefaq Se Raat Baaki,"Jubin Nautiyal, Nikhita Gandhi", Dance,Ittefaq,9.2
438,Oye Oye,"Aditi Singh Sharma, Armaan Malik", Dance,Azhar,9
439,Sooraj Dooba Hai,"Adit Singh Sharma, Arijit Singh", Dance,Roy,9.3
440,Will You Marry me,"Divya Kumar, Jonita Gandhi", Dance,Bhoomi,8.9
441,Tera Hoke Rahoon,Arijit Singh, Romantic,Behen Hogi Teri,9.6
442,Aa Re Pritam Pyaare,"Mamta Sharma, Sarosh Sami", Dance,Rowdy Rathore,9.2
443,Mehboob Mere Mehboob Mere,"Lata Mangeshkar, Mukesh", Romantic,Pathar Ke Sanam,7.9
444,Dil Mein Chhupa Loonga,"Armaan Malik, Meet Bros, Tulsi Kumar", RomanticSensual,Wajah Tum Ho,8.6
445,Dance Basanti,"Anushka Manchanda, Vishal Dadlani", Dance,Ungli,9.2
446,Teri Meri Prem Kahani,"Rahat Fateh Ali Khan, Shreya Ghoshal", Sad,Bodyguard,9.2
447,Lungi Dance,Yo Yo Honey Singh, Dance,Chennai Express,8.5
448,Jeena Jeena,Atif Aslam, RomanticSad,Badlapur,9.3
449,Thare Vaaste,Divya Kumar, Patriotic,Parmanu The Story of Pokhran,9.6
450,Maine Socha Ke Chura Loon,"Arijit Singh, Shreya Ghoshal", Romantic,Phir Se,9.6
451,Mar Gaye,"Manj Musik, Nindy Kaur", Dance,Beiimaan Love,9.4
452,Cutiepie,"Nakash Aziz, Pardeep Singh Sran", Dance,Ae Dil Hai Mushkil,9.1
453,Lipstick Laga Ke,"Payal Dev, Shaan", Dance,Great Grand Masti,9.2
454,Laila,"Anand Raaj Anand, Mika Singh, Sunidhi Chauhan", Dance,Shootout at Wadala,8.8
455,Tu Mera Hero,"Mika, Shefali Alvaris", Dance,Desi Boyz,9.1
456,A Flying Jatt,"Mansheel Gujral, Raftaar, Tanishkaa", Dance,A Flying Jatt,8.2
457,World Dance Medley,"K.K., Neeti Mohan, Shankar Mahadevan, Sukhwinder Singh, Vishal Dadlani", DanceRomantic,Happy New Year,9.4
458,Qayamat,"Alka Yagnik, Sukhwinder Singh", Dance,Deewane,8.6
459,Matargashti,Mohit Chauhan, Dance,Tamasha,9.2
460,Pehla Nasha Once Again,"Jubin Nautiyal, Palak Muchhal", Romantic,Yoodlee film – Kuchh Bheege Alfaaz,9.5
461,Raj Karega Khalsa,"Daler Mehndi, Navraj Hans", Motivational,A Flying Jatt,8.4
462,Punjabi Wedding Song,"Benny Dayal, Sunidhi Chauhan", Dance,Hasee Toh Phasee,9.3
463,Rabba Ishq Na Hove,"Alka Yagnik, Kailash Kher, Sapna Mukherjee, Sonu Nigam", Sad,Andaaz,7.9
464,Tumhi Ho Bandhu,"Kavita Seth, Neeraj Shridhar", Dance,Cocktail,9.2
465,Saans,"Mohit Chauhan, Shreya Ghoshal", Romantic,Jab Tak Hai Jaan,9.1
466,Besharmi Ki Height,"Benny Dayal, Shalmali Kholgade", Dance,Main Tera Hero,9.2
467,Mere Rashke Qamar,Tulsi Kumar, DanceSad,Baadshaho,9.1
468,Besabriyaan,Armaan Malik, ,M.S. Dhoni,9.5
469,Tu Hai Ki Nahin,Ankit Tiwari, Sad,Roy,9.4
470,Aaj Ki Party,Mika Singh, Dance,Bajrangi Bhaijaan,8.8
471,Saaton Janam Main Tere,"Alka Yagnik, Kumar Sanu", Romantic,Dilwale,8.3
472,Allah Kare Dil Na Lage,"Alka Yagnik, Sonu Nigam", Romantic,Andaaz,8.4
473,Ye Jo Teri Paylon Ki,"Abhijeet, Sadhana Sargam", Dance,Masoom,9
474,Tum,Atif Aslam, Romantic,Laila Majnu,9.7
475,Radha Nachegi,"Danish Sabri, Ritu Pathak, Shabab Sabri", Dance,Tevar,8.7
476,Itni Si Baat Hai,"Antara Mitra, Arijit Singh", Romantic,Azhar,9.5
477,Laagi Na Choote,"Arijit Singh, Shreya Ghoshal", Romantic,A Gentleman,9.3
478,Sab Tera,"Armaan Malik, Shraddha Kapoor", Romantic,Baaghi,9.3
479,Mashallah,"Shreya Ghoshal, Wajid", Dance,Ek Tha Tiger,9.2
480,Taaron Ka Chamakta,"Bali Brahambhatt, Udit Narayan", Dance,Hum Tumhare Hain Sanam,8.5
481,Sau Tarah Ke,"Amit Mishra, Jonita Gandhi", Dance,Dishoom,9.3
482,Gulabi Aankhen,Mohammed Rafi, DanceRomantic,The Train,9.3
483,Gulaabo,"Anusha Mani, Vishal Dadlani", Dance,Shaandaar,9.2
484,Ya Ali,Zubeen Garg, Sad,Gangster,9.2
485,Lahu Munh Lag Gaya,Shail Hada, Dance,Goliyon Ki Rasleela Ram-leela,9.2
486,Yeh Kasoor Mera Hai,Sonu Kakkar, RomanticSadSensual,Jism 2,7.8
487,Shanivaar Raati,"Arijit Singh, Shalmali Kholgade", Dance,Main Tera Hero,8.8
488,Tere Dil Mein,Armaan Malik, Sad,Commando 2,9.4
489,Jab Haal E Dil Tumse Kehne Ko,Alka Yagnik, Dance,Salaami,8.7
490,Tattad Tattad,Aditya Narayan, Dance,Goliyon Ki Rasleela Ram-leela,9
491,Mohe Rang Do Laal,"Pandit Birju Maharaj, Shreya Ghoshal", Romantic,Bajirao Mastani,9.4
492,Ek Haseena Thi,"Himesh Reshammiya, Shreya Ghoshal", Dance,Karzzzz,8.7
493,Kahin Pyaar Na Ho Jaye,"Alka Yagnik, Kumar Sanu", Romantic,Kahin Pyaar Na Ho Jaye,8.4
494,Ek Do Teen,Alka Yagnik, Dance,Tezaab,8.7
495,Maahi Ve,"Sadhana Sargam, Shankar Mahadevan, Sonu Nigam, Udit Narayan", Dance,Kal Ho Naa Ho,9.5
496,Tere Mere,Armaan Malik, Sad,Chef,9.7
497,Allah Maaf Kare,"Shilpa Rao, Sonu Nigam", DanceRomantic,Desi Boyz,9.3
498,Le Le Maza Le,"Hrishikesh Kamerkar, Nikita Nigam, Soumya Raoh, Suzanne D'Mello", Dance,Wanted,9
499,Jaa Sajna Tujhko Bhula,"Alka Yagnik, Udit Narayan", Sad,Raja,8
500,Nazar Se Nazar Mile,Rahat Fateh Ali Khan, Romantic,  HeightsMiley Naa Miley Hum,9.2
501,Gandi Baat,"Kalpana Patowary, Mika Singh", Dance,R... Rajkumar,8.6
502,Sarphiri,"Babul Supriyo, Shreya Ghoshal", Romantic,Laila Majnu,9.6
503,Mere Sapno Ki Rani,Kishore Kumar, DanceRomantic,Aradhana,9.1
504,Dum Dum,"Benny Dayal, Himani Kapoor", Dance,Band Baaja Baaraat,9.3
505,Sari Duniya Ka Boj,Shabbir Kumar, Dance,Coolie,7.9
506,Pink Lips,"Anjjan, Khushhboo Grewal, Meet Bros", Dance,Hate Story 2,8.7
507,Pee Loon,Mohit Chauhan, Romance,Once Upon A Time In Mumbai,9.3
508,Khali Khali Dil,"Armaan Malik, Payal Dev", Romantic,Tera Intezaar,9
509,Hare Krishna Hare Ram,"Armaan Malik, Ritika", Dance,Commando 2,8.8
510,Single Rehne De,"Divya Kumar, Shalmali Kholgade", Dance,Simran,9
511,Jhak Maar Ke,"Harshdeep Kaur, Neeraj Shridhar", Dance,Desi Boyz,9.3
512,Naa Jaane,"Anushka Manchanda, Neeraj Shridhar", Dance,I Me Aur Main,9.3
513,Party On My Mind,"K.K., Shefali Alvares, Yo Yo Honey Singh", Dance,Race 2,9.3
514,Kajra Re,"Alisha Chinai, Javed Ali, Shankar Mahadevan", Dance,Bunty Aur Babli,9.2
515,Likhe Jo Khat Tujhe,Mohammed Rafi, Dance,Kanyadaan,9.2
516,Jhanjariya,Abhijeet, Dance,Krishna,9
517,O Saathi Re Tere Bina,"Anjaan, Kishore Kumar", Sad,Muqaddar Ka Sikandar,8.4
518,Tare Hain Barati,"Jaspinder Narula, Kumar Sanu", Dance,Virasat,8.9
519,Tu Zaroorat Nahi Tu Zaroori Hai,"Gandharv Sachdev, Shreya Ghoshal", Sad,Fuddu,9
520,Iski Uski,"Akriti Kakar, Shahid Mallya", Dance,2 States,9.1
521,Chote Chote Bhaiyon Ke Bade Bhaiya,"Kavita Krishnamurthy, Kumar Sanu, Udit Narayan", Dance,Hum Saath-Saath Hain,8.1
522,Saiyaan Superstar,Tulsi Kumar, Dance,Ek Paheli Leela,8.9
523,Every Night & Day,"Himesh Reshammiya, Iulia Vantur", Dance,Aap Se Mausiiquii,9.4
524,Photocopy,"Himesh Reshammiya, Keerthi Sagathia, Palak Muchhal", Dance,Jai Ho,8.7
525,Dil Tu Hi Bataa,"Alisha Chinai, Zubeen Garg", Romantic,Krrish 3,8.5
526,Beech Beech Mein,"Arijit Singh, Shalmali Kholgade, Shefali Alvares", Dance,Jab Harry Met Sejal,9.2
527,Aakhon Aakhon,Yo Yo Honey Singh, Dance,Bhaag Johnny,9.4
528,Kabhi Alvida Naa Kehna Title Track,"Alka Yagnik, Sonu Nigam", RomanticSad,Kabhi Alvida Naa Kehna,9.4
529,All Izz Well,"Shaan, Sonu Nigam, Swanand Kirkire", Dance,3 Idiots,8.1
530,Chandralekha,"Jonita Gandhi, Vishal Dadlani", Dance,A Gentleman,9.2
531,Mitwa,"Caralisa Monteiro, Shafqat Amanat Ali, Shankar Ehsaan Loy, Shankar Mahadevan", Dance,Kabhi Alvida Naa Kehna,9.5
532,Baat Ban Jaaye,"Priya Saraiya, Siddharth Basrur", DanceRomantic,A Gentleman,8.8
533,Oye Hichki,Harshdeep Kaur, Dance,Hichki,8.7
534,Ang Laga De,"Aditi Paul, Shail Hada", RomanticSensual,Goliyon Ki Rasleela Ram-leela,9
535,Lagdi Hai Thaai,"Guru Randhawa, Jonita Gandhi", Dance,Simran,9.2
536,Ishq Chadha Hai,Darshan Raval, Romantic,Single,9.7
537,Bandeya,Arijit Singh, Sad,Dil Juunglee,9.6
538,Love Mera Hit Hit,"Neeraj Shridhar, Tulsi Kumar", Dance,Billu,9.3
539,Ishq Da Sutta,"Jasmine Sandlas, Meet Bros", Dance,One Night Stand,9
540,Zindagi Kuch Toh Bata,Jubin Nautiyal, ,Bajrangi Bhaijaan,9.4
541,Haareya,Arijit Singh, Romantic,Meri Pyaari Bindu,9.6
542,Patthar Ke Sanam,Mohammed Rafi, Sad,Patthar Ke Sanam,8.8
543,The Medley,"Lata Mangeshkar, Pamela Chopra, Sonu Nigam, Udit Narayan", Dance,Mujhse Dosti Karoge!,9
544,Raghupati Raghav,"Bob, Monali Thakur, Neeraj Shridhar", Dance,Krrish 3,9.1
545,The Padman Song,Mika Singh, Dance,Padman,9.3
546,Go Pagal,"Nindy Kaur, Raftaar", Dance,Jolly LLB 2,8.6
547,Sadi Gali,Lehmber Hussainpuri, Dance,Tanu Weds Manu,9
548,Daiya Daiya Daiya Re,Alka Yagnik, DanceRomantic,Dil Ka Rishta,8.9
549,Challa,Rabbi Shergill, Dance,Jab Tak Hai Jaan,9.4
550,Thoda Aur,"Arijit Singh, Palak Muchhal", Romantic,Ranchi Diaries,9.5
551,Sexy Baby Girl,"Lil Golu, Swati Sharma", Dance,Tera Intezaar,8.9
552,Ek Dilruba Hai,Udit Narayan, DanceRomantic,Bewafaa,8.9
553,Tu Pyar Hai Kisi Aur Ka,"Anuradha Paudwal, Kumar Sanu", Sad,Dil Hai Ke Manta Nahin,9.1
554,Aata Majhi Satakli,"Mamta Sharma, Nitu Choudhry, Yo Yo Honey Singh", Dance,Singham Returns,7.9
555,Ishq Bulaava,Sanam Puri, Romantic,Hasee Toh Phasee,9.8
556,Thug Le,"Sweta Pandit, Vishal Dadlani", Dance,Ladies Vs Ricky Bahl,9.4
557,Hum Mar Jayenge,"Arijit Singh, Tulsi Kumar", Sad,Aashiqui 2,9.2
558,Desi Girl,"Shankar Mahadevan, Sunidhi Chauhan, Vishal Dadlani", Dance,Dostana,9.4
559,Madamji Go Easy,"Benny Dayal, David Klyton", Dance,Hichki,8.9
560,Tu Dharti Pe Chaahe Jahan Bhi,"Alka Yagnik, Kumar Sanu", Romantic,Jeet,8.6
561,Sandese Aate Hain,"Roop Kumar Rathod, Sonu Nigam", Patriotic,Border,9.1
562,Tenu Le Ke,"Mahalakshmi Iyer, Sonu Nigam", Dance,Salaam-E-Ishq,9.4
563,Pehli Nazar Mein,Atif Aslam, Romantic,Race,9.5
564,I Wanna Tera Ishq,"Shivangi Bhayana, Shivranjani Singh", Dance,Great Grand Masti,9.2
565,Nimbooda Nimbooda,"Ismail Darbar, Kavita Krishnamurthy", Dance,Hum Dil De Chuke Sanam,8.7
566,Tera Rang Balle Balle,"Jaspinder Narula, Sonu Nigam", Dance,Soldier,8.5
567,Dil Laga Na,"Jolly Mukherjee, Mahalaxmi Iyer, Soham Chakrabarthy, Sukhbir, Suzanne D'Mello", Dance,Dhoom 2,9.2
568,Naina Banjare,Arijit Singh, Romantic,Pataakha,9.7
569,Yadaan Teriyaan,Rahat Fateh Ali Khan, ,Hero,9.4
570,Asalaam-E-Ishqum,"Bappi Lahiri, Neha Bhasin", Dance,Gunday,9.3
571,Nadaan Parindey,A.R. Rahman, Sad,Rockstar,9.5
572,You Are My Soniya,"Alka Yagnik, Sonu Nigam", Dance,Kabhi Khushi Kabhie Gham,9.4
573,Aaja Nachle,Sunidhi Chauhan, Dance,Aaja Nachle,9.1
574,Piya O Re Piya,"Atif Aslam, Shreya Ghoshal", Romantic,Tere Naal Love Ho Gaya,9.6
575,Halka Halka,"Ram Sampath, Shreya Ghoshal, Sonu Nigam", DanceRomantic,Raees,9.5
576,Peh Gaya Khalara,"Akanksha Bhandari, Akasa Singh, Divya Kumar, Jasleen Royal", Dance,Fukrey Returns,9.4
577,Malang,"Shilpa Rao, Siddharth Mahadevan", Dance,Dhoom 3,9.1
578,Kuch Kuch Hota Hai,"Alka Yagnik, Udit Narayan", Romantic,Kuch Kuch Hota Hai,9.2
579,Tay Hai,Ankit Tiwari, Sad,Rustom,9.6
580,Usire Usire,"Shaan, Shreya Ghoshal", DanceRomantic,Hebbuli,8.7
581,Papa Mere Papa,"Baby Aparna, Shreya Ghoshal, Sonu Nigam", ,Main Aisa Hi Hoon,7.9
582,Go Go Govinda (Reprise),"Aaman Trikha, Shreya Ghoshal", Dance,OMG Oh My God!,8.7
