id,Song-Name,Artists,Genre,Album/Movie,User-Rating
583,Go Go Govinda,"Aman Trikha, Shreya Ghoshal", Dance,OMG Oh My God!,8.7
584,Tu Mujhe Kabool,"Kavita Krishnamurthy, Mohammad Aziz", Dance,Khuda Gawah,8.1
585,Hori Khele Raghuveera,"Alka Yagnik, Amitabh Bachchan, Sukhwinder Singh, Udit Narayan", Dance,Baghban,8.2
586,Aap Ka Aana Dil Dhadkana,"Alka Yagnik, Kumar Sanu", Dance,Kurukshetra,8.9
587,Love Tujhe Love Main Karta,"Alka Yagnik, Kumar Sanu", Romantic,Barsaat,8.9
588,Just Go to Hell Dil,"Amit Trivedi, Sunidhi Chauhan", Sad,Dear Zindagi,9.6
589,Party All Night,Yo Yo Honey Singh, Dance,Boss,9
590,Talli Tonight,"Deep Money, Meet Bros, Mellow D, Neha Kakkar", Dance,Veerey Ki Wedding,9.3
591,Darasal,Atif Aslam, Romantic,Raabta,9.6
592,Mauja Hi Mauja,Mika Singh, Dance,Jab We Met,9.3
593,Dhokha Dhadi,Arijit Singh, Romantic,R... Rajkumar,9.3
594,Dhoom Machale Dhoom,Aditi Singh Sharma, Dance,Dhoom 3,9.3
595,Ikk Kudi,Diljit Dosanjh, Romantic,Udta Punjab,9.5
596,Jhalak Dikhla Ja,Himesh Reshammiya, Dance,Aksar,8.9
597,Baby Doll,"Anjjan, Kanika Kapoor, Meet Bros", Dance,Ragini MMS 2,8.8
598,Laila O Laila,"Amit Kumar, Kanchan", Dance,Qurbani,8.8
599,Jaane De,Atif Aslam, ,Qarib Qarib Singlle,9.6
600,Dilli Wali Girlfriend,"Arijit Singh, Sunidhi Chauhan", Dance,Yeh Jawaani Hai Deewani,9.2
601,Mar Jaayen,Atif Aslam, Sad,Loveshhuda,9.7
602,I Love My India,"Hariharan, Kavita Krishnamurthy", Dance,Pardes,8.6
603,O Sahiba O Sahiba,"Kavita Krishnamurthy, Sonu Nigam", Sad,Dil Hai Tumhaara,8.7
604,O Saaki Saaki,"Sukhwinder Singh, Sunidhi Chauhan", Dance,Musafir,9.2
605,Let’s Talk About Love,"Manj Musik, Neha Kakkar, Raftaar", Dance,Baaghi,9.2
606,Satakli,Sukhwinder Singh, Dance,Happy New Year,9.2
607,Kashmir Main Tu Kanyakumari,"Arijit Singh, Neeti Mohan, Sunidhi Chauhan", Dance,Chennai Express,9.3
608,Kaala Doreya,Neha Bhasin, ,Kaalakaandi,9.3
609,Raabta,"Arijit Singh, Hamsika, Joi", Romantic,Agent Vinod,9.5
610,Vele,"Shekhar Ravjiani, Vishal Dadlani", Dance,Student of the Year,9.5
611,440 Volt,Mika Singh, Dance,Sultan,8.9
612,Aapka Kya Hoga,"Arun Ingle, Mika Singh, Sajid Khan, Shankar Mahadevan, Sunidhi Chauhan", Dance,Housefull,9.1
613,Tere Ishq Mein Naachenge,"Alisha Chinai, Kumar Sanu, Sapna Mukharji", Dance,Raja Hindustani,8.7
614,Kisi Ki Muskurahaton Se,Mukesh, Dance,Anari,9.6
615,Bawara Mann,"Jubin Nautiyal, Neeti Mohan", Romantic,Jolly LLB 2,9.3
616,Tere Bina (Guru),"A.R. Rahman, Chinmaye, Murtuza Khan, Qadir Khan", Dance,Guru,9.6
617,Itna Sannata Kyun Hai,"Aditi Singh Sharma, Amit Mishra", Dance,Golmaal Again,8.7
618,Desi Look,Kanika Kapoor, Dance,Ek Paheli Leela,8.7
619,Chamakti Shaam Hai,"Alka Yagnik, Sonu Nigam", Dance,Yaadein,8.9
620,Sarsariya,"Shashaa Tirupati, Shashwat Singh", Romantic,Mohenjo Daro,9.2
621,Jag Soona Soona Lage,, Sad,Om Shanti Om,9.4
622,Kandhon Se Milte Hain Kandhe,"Hariharan, Kunal Ganjawala, Roop Kumar Rathod, Shankar Mahadevan, Sonu Nigam, Vijay Prakash", Patriotic,Lakshya,9.5
623,Deewangi Deewangi,"Rahul Saxena, Shaan, Shreya Ghoshal, Sunidhi Chauhan, Udit Narayan", Dance,Om Shanti Om,9.3
624,Tareefan Remix,Badshah, Dance,Veere Di Wedding,9.3
625,Samjhawan,"Arijit Singh, Shreya Ghoshal", Sad,Humpty Sharma Ki Dulhania,9.4
626,Bam Lahiri,Kailash Kher, Dance,Shor in the City,9.3
627,Chicken Kuk Doo Koo,"Mohit Chauhan, Palak Muchhal", Dance,Bajrangi Bhaijaan,8.9
628,Dhating Naach,"Nakash Aziz, Neha Kakkar", Dance,Phata Poster Nikhla Hero,9.2
629,Tu Itni Khoobsurat Hai,Rahat Fateh Ali Khan, Sad,Barkhaa,9.5
630,O Priya Priya,"Anuradha Paudwal, Shabbir Kumar", Sad,Dil,7.6
631,Manchala,"Nupur Pant, Shafqat Amanat Ali", Sad,Hasee Toh Phasee,9.6
632,Lukka Chuppi,"A.R. Rahman, Lata Mangeshkar", Sad,Rang De Basanti,9.7
633,Prem Leela,"Aaman Trikha, Vineet Singh", Dance,Prem Ratan Dhan Payo,8
634,Khuda Jaane,"K.K., Shilpa Rao", Romantic,Bachna Ae Haseeno,9.4
635,Premika,"Benny Dayal, Kanika Kapoor", Dance,Dilwale,9.5
636,Tera Mujhse Hai Pehle Ka Naata Koi,"Kishore Kumar, Sushma Shrestha", Romantic,Aa Gale Lag Jaa,9.2
637,Character Dheela,"Amrita Kak, Neeraj Shridhar", Dance,Ready,9.3
638,Munni Badnam Hui,"Aishwarya, Mamta Sharma", Dance,Dabangg,8.8
639,Saadda Haq,Mohit Chauhan, Dance,Rockstar,9.4
640,Rehnuma,"Inder Bawra, Shreya Ghoshal", RomanticSad,Rocky Handsome,9.5
641,Ilahi,Arijit Singh, Dance,Yeh Jawaani Hai Deewani,9.5
642,Neendein Khul Jaati Hain,"Kanika Kapoor, Meet Bros, Mika Singh", Dance,Hate Story 3,9.1
643,Phir Le Aya Dil,Shafqat Amanat Ali, Sad,Barfi,9.7
644,Main Yahaan Hoon,Udit Narayan, Dance,Veer Zaara,9.4
645,Soni Soni,"Ishaan, Jaspinder Narula, Manohar Shetty, Pritha Majumdar, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan", Dance,Mohabbatein,9.1
646,Rocket Saiyyan,"Brijesh Shandilya, Ritu Pathak, Tanishk Baagchi", Dance,Shubh Mangal Saavdhan,8.9
647,Khol De Par,Arijit Singh, ,Hichki,9.3
648,Humko Humise Chura Lo,"Lata Mangeshkar, Udit Narayan", Romantic,Mohabbatein,9.1
649,Be Intehaan,"Atif Aslam, Sunidhi Chauhan", Romantic,Race 2,9.4
650,Subhanallah,"Shilpa Rao, Sreerama Chandra Mynampati", Romantic,Yeh Jawaani Hai Deewani,9.5
651,Dholna,"Lata Mangeshkar, Udit Narayan", Romantic,Dil To Pagal Hai,9.1
652,Koi Ishaara,Armaan Malik, RomanticSad,Force 2,9.6
653,Phir Bhi Dil Hai Hindustani,Udit Narayan, DancePatriotic,Phir Bhi Dil Hai Hindustani,9
654,Kore Kore Sapne,"Anuradha Paudwal, Kumar Sanu", Dance,Sooryavansham,8.5
655,Hale Dil,Harshit Saxena, Romantic,Murder 2,9.2
656,Aaoge Jab Tum,Rashid Khan, Sad,Jab We Met,9.3
657,Tinku Jiya,"Javed Ali, Mamta Sharma", Dance,Yamla Pagla Deewana,9
658,Lakshya – Title Track,Shankar Mahadevan, MotivationalPatriotic,Lakshya,9.6
659,Pretty Woman,"Ravi Khote, Shankar Mahadevan", Dance,Kal Ho Naa Ho,9.5
660,Silsila Ye Chaahat Ka,Shreya Ghoshal, Romantic,Devdas,9.4
661,Helicopter,"Neha Kakkar, Tony Kakkar", Dance,Ranchi Diaries,9.3
662,Kabhi Khushi Kabhie Gham,Lata Mangeshkar, Sad,Kabhi Khushi Kabhie Gham,9.2
663,Chak Lein De,Kailash Kher, Motivational,Chandni Chowk To China,9.3
664,Meri Aashiqui Ab Tum Hi Ho,"Arijit Singh, Palak Muchhal", RomanticSad,Aashiqui 2,9.5
665,Tere Dware Pe Aai Baraat,"Ravindra Jain, Sudesh Bhosle", Dance,Vivah,8.1
666,Badi Mushkil Hai,Abhijeet, Romance,Anjaam,9.2
667,Toh Dishoom,"Raftaar, Shahid Mallya", Dance,Dishoom,9.4
668,Kudiye Ni Tere,"Shivangi Bhayana, Udit Narayan", Romantic,Happy Phir Bhaag Jayegi,9.5
669,Hu Ba Hu,Amit Trivedi, Dance,Padman,9.4
670,Kitna Pagal Dil Hai,Kumar Sanu, Romantic,Andaaz,8.6
671,Sahiba Russ Gayiya,Rahat Fateh Ali Khan, Sad,Firangi,9.6
672,Mehfooz,Yasser Desai, RomanticSad,Tera Intezaar,9.2
673,Veerey Ki Wedding,Navraj Hans, Dance,Veerey Ki Wedding,9.2
674,Ek Pal Ka Jeena,Lucky Ali, Dance,Kaho Naa.... Pyaar Hai,9.2
675,Gori Tu Latth Maar,"Palak Muchhal, Sonu Nigam", Romantic,Toilet Ek Prem Katha,9.2
676,Jal Rahin Hain,Kailash Kher, ,Bahubali - The Beginning,8.9
677,Tum Jo Mile,Armaan Malik, Romantic,Saansein,9.6
678,Saathiya Tune Kya Kiya,"K. S. Chithra, S.P. Balasubrahmanyam", Dance,Love,9.3
679,Humne Pee Rakhi Hai,"Ikka, Jaz Dhami, Neha Kakkar", Dance,Sanam Re,9
680,Bheegi Si Bhaagi Si,Mohit Chauhan, Romance,Raajneeti,9.6
681,Chura Liya Hai,Mohammed Rafi, Romantic,Yaadon Ki Barat,9
682,Right Now Now,"Sunidhi Chauhan, Suzanne D'Mello, Wajid", Dance,Housefull 2,9.2
683,Crazy Kiya Re,Sunidhi Chauhan, Dance,Dhoom 2,9.3
684,Ziddi Dil,Vishal Dadlani, Motivational,Mary Kom,9.4
685,Abhi Abhi,K.K., RomanticSad,Jism 2,8.7
686,Bahara,"Shreya Ghoshal, Sona Mohapatra", Romantic,I Hate Luv Storys,9.6
687,Dekh Lena,"Arijit Singh, Tulsi Kumar", Romantic,Tum Bin 2,9.3
688,Dheere Dheere Se Meri Zindagi Mein Aana,"Anuradha Paudwal, Kumar Sanu", ,Aashiqui,8.9
689,Tu Zaroori,"Sharib Sabri, Sunidhi Chauhan", Romantic,ZiD,9.3
690,Afeemi,"Jigar Saraiya, Sanah Moidutty", Romantic,Meri Pyaari Bindu,9.5
691,Salaam E Ishq,"Kunal Ganjawala, Sadhana Sargam, Shankar, Shreya Ghosal, Sonu Nigam", Dance,Salaam-E-Ishq,9.5
692,Naughty Billo,"Diljit Dosanjh, Nakash Aziz, Shilpi Paul", Dance,Phillauri,9
693,Behka,Vibha Saraf, Dance,High Jack,9.5
694,Pyar Ke Liye,Alka Yagnik, Romantic,Dil Kya Kare,9.2
695,Dil Na Diya,Kunal Ganjawala, Dance,Krrish,8.8
696,Sukoon Mila,Arijit Singh, Romantic,Mary Kom,9.6
697,Dil To Pagal Hai,"Lata Mangeshkar, Udit Narayan", Romantic,Dil To Pagal Hai,8.7
698,Do Anjaane Ajnabi,"Shreya Ghoshal, Udit Narayan", Romantic,Vivah,8.3
699,Tujh Mein Rab Dikhta Hai,Roop Kumar Rathod, Romantic,Rab Ne Bana Di Jodi,9.3
700,Palki Mein Hoke Sawar Chali Re,Alka Yagnik, Dance,Khal Nayak,8.4
701,Andekhi Anjaani,"Lata Mangeshkar, Udit Narayan", Romantic,Mujhse Dosti Karoge!,9.1
702,Dhinka Chika,"Amrita Kak, Mika Singh", Dance,Ready,8.3
703,Main Agar,Atif Aslam, Romantic,Tubelight,9.6
704,Kyon,"Papon, Sunidhi Chauhan", Romantic,Barfi,9.6
705,Tera Mera Milna,"Himesh Reshammiya, Shreya Ghoshal", Sad,Aap Kaa Surroor,8.9
706,Daayre,Arijit Singh, Romantic,Dilwale,9.5
707,Sahiba,"Pawni Pandey, Romy", Sad,Phillauri,9.5
708,Saajan Saajan,"Alka Yagnik, Kumar Sanu, Udit Narayan", DanceRomantic,Dil Ka Rishta,8.8
709,Aisa Des Hai Mera,"Gurdas Maan, Lata Mangeshkar, Preetha Mazumdar, Udit Narayan", Patriotic,Veer Zaara,9
710,Lost Without You,"Ami Mishra, Anushka Shahaney", Sad,Half Girlfriend,9.6
711,Dhal Jaun Main,"Aakanksha Sharma, Jubin Nautiyal", RomanticSad,Rustom,9.6
712,Badass Babuaa,"Abhishek Nailwal, Neha Bhasin, Sameer Uddin", Dance,Bareilly Ki Barfi,9.6
713,Aaj Kehna Zaroori Hai,"Alka Yagnik, Udit Narayan", Romantic,Andaaz,8.7
714,Ye Toh Sach Hai Ke Bhagwan,Hariharan, Dance,Hum Saath-Saath Hain,8.5
715,Dastaan-e-Om Shanti Om,Shaan, Dance,Om Shanti Om,9.5
716,Saanson Ke,K.K., Sad,Raees,9.6
717,O Jiji,"Pamela Jain, Shreya Ghoshal", Dance,Vivah,8.2
718,Hug Me,"Kanika Kapoor, Raghav Sachar", Dance,Beiimaan Love,9.1
719,Halkat Jawani,Sunidhi Chauhan, Dance,Heroine,9.3
720,Ek Dil Hai,"Alka Yagnik, Kumar Sanu", Romantic,Ek Rishtaa,8.6
721,Black Jama Hai,Sukhwinder Singh, ,Raid,9.3
722,Confused Lover,"Aaniya, Mika Singh", Dance,Teri Bhabhi Hai Pagle,9.5
723,Tumse Milne Ki Tamanna Hai,S.P. Balasubrahmanyam, Dance,Saajan,9.1
724,Afsana,"Himesh Reshammiya, Tulsi Kumar", Dance,Dil Diya Hai,9.2
725,Naina,"Armaan Malik, Sona Mohapatra", RomanticSad,Khoobsurat,9.6
726,Naina,"Armaan Malik, Sona Mohapatra", Sad,Khoobsurat,9.6
727,Dil Mein Dard Sa Jaga Hai,"Alka Yagnik, Udit Narayan", Dance,Kranti,8.8
728,Anarkali Disco Chali,"Mamta Sharma, Sukhwinder Singh", Dance,Housefull 2,8.8
729,Jab Dil Miley,"Asha Bhosle, Udit Narayan", Dance,Yaadein,9.1
730,Humko Humise Chura Lo,"Lata Mangeshkar, Udit Narayan", Romantic,Mohabbatein,9
731,Make Some Noise For The Desi Boyz,"Bob, K.K.", Dance,Desi Boyz,9.3
732,Aga Bhai,Monali Thakur, Dance,Aiyyaa,9.1
733,Sehmi Hai Dhadkan,Atif Aslam, Sad,Daas Dev,9.7
734,Jawaani Le Doobi,"Kanika Kapoor, Uvie", Dance,Kyaa Kool Hain Hum 3,9
735,Humko Tumse Pyar Hai,Abhijeet, Dance,Ishq,9.1
736,Sadda Move,"Diljit Dosanjh, Pardeep Singh Sran", Dance,Raabta,9.2
737,Soniyo,"Neeraj Shridhar, Raju Singh, Shreya Ghoshal, Sonu Nigam", Romantic,Raaz,9.6
738,Kaun Nachdi,"Guru Randhawa, Neeti Mohan", Dance,Sonu Ke Titu Ki Sweety,9.4
739,Dhoom Machale,Sunidhi Chauhan, DanceRomantic,Dhoom,9
740,Door Na Ja,Sonu Nigam, Sad,Mitron,9.7
741,Ishq Shava,"Raghav Mathur, Shilpa Rao", Dance,Jab Tak Hai Jaan,9.4
742,Boss Title Track,"Anjjan, Meet Bros, Yo Yo Honey Singh", Dance,Boss,9.3
743,Tum Ko Dekha To Yeh Khayal Aya,"Chitra Singh, Jagjit Singh", Romantic,Saath Saath,9.2
744,Jaane Nahi Denge Tujhe,Sonu Nigam, Sad,3 Idiots,9.1
745,Tadap Tadap,"Dominique, K.K.", Sad,Hum Dil De Chuke Sanam,8.9
746,Senti Wali Mental,"Amit Trivedi, Arijit Singh, Neeti Mohan, Swanand Kirkire", Dance,Shaandaar,9.3
747,Sapna Jahan,"Neeti Mohan, Sonu Nigam", Sad,Brothers,9.7
748,Urvashi Urvashi,"A.R. Rahman, Noel James, Shankar Mahadevan", Dance,Hum Se Hai Muqabala,9.4
749,Tere Bina,"Arijit Singh, Priya Saraiya", Romantic,Haseena Parkar,8.9
750,Hoor,Atif Aslam, Sad,Hindi Medium,9.3
751,Chhoti Chhoti Raatein,"Anuradha Paudwal, Sonu Nigam", DanceRomantic,Tum Bin,8.8
752,Sanson Ki Zarurat Hai Jaise,Kumar Sanu, Romantic,Aashiqui,9
753,Zoobi Doobi,"Shreya Ghoshal, Sonu Nigam", DanceRomantic,3 Idiots,9.1
754,Mannat,"Keerthi Sagathia, Shreya Ghoshal, Sonu Nigam", Dance,Daawat e Ishq,9.3
755,Intezaar,Shreya Ghoshal, Sad,Tera Intezaar,9.2
756,Agar Tu Hota,Ankit Tiwari, Sad,Baaghi,9.5
757,Hai Dil,"Alka Yagnik, Kumar Sanu", Romantic,Dil Ka Rishta,8.8
758,Pardesiya,"Ehsaan Noorani, Hemant Brijwasi, Sahil Akhtar, Shankar Mahadevan, Shehnaz Akhtar", Sad,Soorma,9.7
759,Ishtehaar,"Dhvani Bhanushali, Rahat Fateh Ali Khan", Sad,Welcome To New York,9.4
760,Twist,Neeraj Shridhar, Dance,Love Aj Kal,9.2
761,You’re My Life,"Earl, Shaan, Shweta Pandit, Suzanne D'Mello", DanceRomantic,Partner,9
762,Mat Maari,"Kunal Ganjawala, Sunidhi Chauhan", Dance,R... Rajkumar,8.9
763,Mujhse Juda Hokar,"Lata Mangeshkar, S.P. Balasubrahmanyam", Sad,Hum Aapke Hain Koun,8.6
764,Second Hand Jawaani,"Miss Pooja, Nakkash Aziz, Neha Kakkar", Dance,Cocktail,9.1
765,Naina Re,"Himesh Reshammiya, Rahat Fateh Ali Khan, Shreya Ghoshal", Sad,Dangerous Ishq,9
766,Tere Naina,"Shafqat Amanat Ali, Shankar Ehsaan Loy", Romantic,My Name is Khan,9.6
767,Haathon Mein Thhe Haath,"Aditi Singh Sharma, Altamash Faridi, Arpita Mukherjee, Papon", Sad,Mubarakan,9.4
768,Gajanana,"Shreyas Puranik, Sukhwinder Singh", Devotional,Bajirao Mastani,9.3
769,Tum Mile,Neeraj Shridhar, Romantic,Tum Mile,9.5
770,Meri Khamoshi Hai,Ishan Mitra, Sad,Pari,9.6
771,Oh My Darling,"Alisha Chinai, Sonu Nigam", Dance,Mujhse Dosti Karoge!,9.1
772,Nainon Men Sapna,"Kishore Kumar, Lata Mangeshkar", Dance,Himmatwala,7.3
773,Tu Jo Hain,Ankit Tiwari, RomanticSad,Mr. X,9.5
774,Dheere Dheere Bol Koi Sun Na Le,"Lata Mangeshkar, Mukesh", Romantic,Gora Aur Kala,8.2
775,Mohenjo Daro,"A.R. Rahman, Arijit Singh, Bela Shende, Sanah Moidutty", Dance,Mohenjo Daro,9
776,Jai Jai Shiv Shankar,"Kishore Kumar, Lata Mangeshkar", Dance,Aap Ki Kasam,8.4
777,Ladki Kyon Na Jane Kyon,"Alka Yagnik, Shaan", Dance,Hum Tum,9.4
778,Drama Queen,"Shreya Ghoshal, Vishal Dadlani", Dance,Hasee Toh Phasee,9.5
779,Khaike Paan Banaras Wala,Kishore Kumar, Dance,Don,8.5
780,Tu Hi Haqeeqat,"Irshan Ashraf, Javed Ali, Shadaab Faridi", Romantic,Tum Mile,9.5
781,Tune Maari Entriyaan (Bangla Version),"Bappi Lahiri, Monali Thakur", Dance,Gunday,8.8
782,Gudgudi,Sunidhi Chauhan, ,Secret Superstar,9.3
783,Yeh Kaisi Jagah,"Deepali Sathe, Zubeen Garg", Sad,Hamari Adhuri Kahani,9.5
784,Bass Gira De Raja,Shashwat Sachdev, ,Veere Di Wedding,8.1
785,Wada Karle Sajna Tere Bina,"Lata Mangeshkar, Mohammed Rafi", Romantic,Haath Ki Safai,8.7
786,Jhalla Wallah,Shreya Ghoshal, Dance,Ishaqzaade,9.1
787,Hamesha Tumko Chaha,"Kavita Krishnamurthy, Udit Narayan", Sad,Devdas,9.2
788,Mujhko Barsaat Bana Lo,Armaan Malik, Romantic,Junooniyat,9.3
789,Aaya Tere Dar Par,"Ahmed Hussain, Javed Hussain, Mohd Vakil, Mohd. Hussain", Devotional,Veer Zaara,9.3
790,Ho Nahi Sakta,Udit Narayan, Romantic,Diljale,8.7
791,Saale Sapne,Mohit Chauhan, ,Padman,9.5
792,Kaun Tujhe,Armaan Malik, Romantic,M.S. Dhoni-The Untold Story,9.6
793,Tere Liye,"Atif Aslam, Shreya Ghoshal", Dance,Prince,9.1
794,Tu Isaq Mera,"Meet Bros, Neha Kakkar", RomanticSensual,Hate Story 3,9
795,Shaam Shaandaar,Amit Trivedi, Dance,Shaandaar,9.3
796,Banjaara,Sukhwinder Singh, DanceRomantic,Ek Tha Tiger,9.1
797,Akkha India Janta Hai,Kumar Sanu, Romantic,Jaan Tere Naam,8.2
798,Tharki Chokro,Swaroop Khan, Dance,PK,8.6
799,Phir Se,"Nikhil Dsouza, Shreya Ghoshal", ,Phir Se,9.5
800,Gale Lag Ja,"Banjyotsna, Javed Ali", DanceSensual,De Dana Dan,9.4
801,Aadat (Juda Hoke Bhi),Atif Aslam, Sad,Kalyug,9.3
802,Jane Kaise Kab Kahan Iqrar Ho Gaya,"Kishore Kumar, Lata Mangeshkar", Romantic,Shakti,8.9
803,Agar Tum Mil Jao,Shreya Ghoshal, Romantic,Zeher,8.9
804,Kaara Fankaara,"A.R. Rahman, Aaryan Dinesh Kanagaratnam, Ashima Mahajan, Hard Kaur, Kaly, Paroma Dasgupta, Shashaa Tirupati", Dance,Ok Jaanu,9.3
805,Chokra Jawaan,"Sunidhi Chauhan, Vishal Dadlani", Dance,Ishaqzaade,9.1
806,Didi Tera Devar Deewana,"Lata Mangeshkar, S.P. Balasubrahmanyam", Dance,Hum Aapke Hain Koun,7.9
807,Saiyan Re,"Mohammed Irfan, Palak Muchhal", Romantic,Nirdosh,9.7
808,Pal Pal Dil Ke Paas,Kishore Kumar, Romantic,Blackmail,8.8
809,Rail Gaddi,"Navraj Hans, Swati Sharrma", Dance,Tutak Tutak Tutiya,9.1
810,Ek Din Bik Jayega Mati Ke Mol,Mukesh, Dance,Dharam Karam,9.1
811,Main Koi Aisa Geet,Abhijeet, Dance,Yes Boss,9.4
812,Yeh Ishq Hai,Shreya Ghoshal, Dance,Jab We Met,9.4
813,Alizeh,"Alizeh Ash King, Arijit Singh, Shashwat Singh", Romantic,Ae Dil Hai Mushkil,9.7
814,Kaho Na Kaho,Amir Jamal, RomanticSensual,Murder,9.1
815,Imli Ka Boota,"Mohammad Aziz, Sudesh Bhonsle", ,Saudagar,8.4
816,Hey Shona,"Shaan, Sunidhi Chauhan", DanceRomantic,Tara Rum Pum,9.3
817,Chalte Chalte,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav", Dance,Mohabbatein,9.2
818,Iktara,"Amit Trivedi, Amitabh Bhattacharya, Kavita Seth", Romantic,Wake Up Sid,9.6
819,Aap Ki Nazron Ne Samjha,Lata Mangeshkar, Romantic,Anpadh,9.2
820,Tu Chahiye,Atif Aslam, Romantic,Bajrangi Bhaijaan,9.3
821,Ole Ole,Abhijeet, Dance,Ye Dillagi,9.1
822,Tutak Tutak Tutiya,"Kanika Kapoor, Malkit Singh, Sonu Sood", Dance,Tutak Tutak Tutiya,8.9
823,Meri Duniya Tu Hi Re,"Shaan, Shankar Mahadevan, Sonu Nigam", Dance,Heyy Babyy,9
824,Mujhko Yaad Sataye Teri,Himesh Reshammiya, Dance,Phir Hera Pheri,9.2
825,Jane Kahan Gaye Woh Din,Mukesh, Sad,Mera Naam Joker,8.8
826,Nonsense Ki Night,Mika Singh, Dance,Happy New Year,9.2
827,Daaru Desi,"Benny Dayal, Shalmali Kholgade", Dance,Cocktail,9.4
828,Fugly Fugly Kya Hai,Yo Yo Honey Singh, Dance,Fugly,9.4
829,Buddhu Sa Mann,"Amaal Mallik, Armaan Malik", Dance,Kapoor & Sons,9.4
830,Jiska Mujhe Tha Intezar,"Kishore Kumar, Lata Mangeshkar", Romantic,Don,8.2
831,Raat Ka Nasha,K. S. Chithra, Dance,Asoka,9.3
832,Zara Zara Touch Me,Monali Thakur, DanceSensual,Race,9.3
833,Wada Karo Nahi Chodoge,"Kishore Kumar, Lata Mangeshkar", Romantic,Aa Gale Lag Jaa,9.1
834,Sajde,"Arijit Singh, Gulzar, Nihira Joshi Deshpande", Romantic,Kill Dil,9.4
835,Khair Mangda,Atif Aslam, Sad,A Flying Jatt,9.3
836,Tere Naal Ishqa,Kailash Kher, Sad,Shivaay,9.4
837,Na Na Na Re,"Daler Mehndi, Sudesh Bhonsle", Dance,Mrityudaata,8.8
838,Tum Aa Gaye Ho Noor Aa Gaya Hai,"Kishore Kumar, Lata Mangeshkar", Romantic,Aandhi,9
839,Mujeh Naulakha Mangade,"Bappi Lahiri, Kishore Kumar", Dance,Sharaabi,7.6
840,Ainvayi Ainvayi,"Salim Merchant, Sunidhi Chauhan", Dance,Band Baaja Baaraat,9.3
841,Awaaz Deke,"Lata Mangeshkar, Mohammed Rafi", Romantic,Professor,8.3
842,Tum Tak,"A.R. Rahman, A.V. Pooja, Javed Ali, Kirti Sagathia", DanceRomantic,Raanjhanaa,9.4
843,Chitta Ve,"Babu Haabi, Bhanu Pratap, Shahid Mallya", Dance,Udta Punjab,8.9
844,Get Up Jawani,"Badshah, Yo Yo Honey Singh", Dance,International Villager,9.4
845,Ji Huzoori,"Deepali, Mithoon", Romantic,Ki & Ka,9.3
846,Dhingana,Mikha Singh, Dance,Raees,9.3
847,Sapna,Arijit Singh, Sad,Parmanu The Story of Pokhran,9.7
848,Bandeyaa,Jubin Nautiyal, Sad,Jazbaa,9.5
849,Maula Mere Lele Meri Jaan,"Krishna Beura, Salim Merchant", DevotionalSad,Chak De India,9.6
850,Rang De Basanti,"Daler Mehndi, K. S. Chithra", DancePatriotic,Rang De Basanti,9.4
851,Kundali,"Anita Gandharva, Meenal Jain, Meghna Mishra, Rani Kaur, Vaishnavi Mishra, Yashika Sikka, Yashita Sharma", Dance,Manmarziyaan,9.2
852,Shuru Kar,"Amit Mishra, Neha Bhasin, Rochak Kohli", Dance,Aiyaary,9.3
853,Je T’aime,"Sunidhi Chauhan, Vishal Dadlani", ,Befikre,9.5
854,Tooh,"Mamta Sharma, Mika Singh, Shekhar, Vishal", Dance,Gori Tere Pyaar Mein,9.3
855,Main Tera Dhadkan Teri,"Hard Kaur, K.K., Sunidhi Chauhan", Dance,Ajab Prem Ki Ghazab Kahani,9.5
856,Le Gayi,Asha Bhosle, Dance,Dil Toh Pagal Hai,9.3
857,Le Gayi,Asha Bhosle, Dance,Dil To Pagal Hai,9.3
858,Aankhein Khuli,"Ishaan, Lata Mangeshkar, Manohar Shetty, Shweta Pandit, Sonali Bhatawdekar, Udbhav, Udit Narayan", Dance,Mohabbatein,9.2
859,Rang Barse,Amitabh Bachchan, Dance,Silsila,8.2
860,Gawah Hai Chand Tare,"Alka Yagnik, Kumar Sanu", Romantic,Damini,8.5
861,Aisa Kyun Maa,Sunidhi Chauhan, Sad,Neerja,9.7
862,Tu Hi Re,Hariharan, Romantic,,9.4
863,Mera Mann Kehne Laga,Falak Shabir, Dance,Nautanki Saala,9.6
864,Shut Up & Bounce,"Sunidhi Chauhan, Vishal Dadlani", Romantic,Dostana,9.2
865,One Two Three Four,"Hamsika Iyer, Vishal Dadlani", Dance,Chennai Express,9.3
866,Haseeno Ko Aate Hain,"Alka Yagnik, Udit Narayan", Dance,Lahoo Ke Do Rang,8.3
867,Kasam Khake Kaho,"Alka Yagnik, Kumar Sanu", Romantic,Dil Hai Tumhaara,8.6
868,Dil Ka Rishta,"Alka Yagnik, Kumar Sanu, Udit Narayan", Romantic,Dil Ka Rishta,9
869,Sajdaa,"Rahat Fateh Ali Khan, Richa Sharma, Shankar Mahadevan", Romantic,My Name is Khan,9.6
870,Mujhe Tumse Mohabbat Hai,"Shaan, Shreya Ghoshal", DanceRomantic,Tumsa Nahin Dekha,8.7
871,Tujhe Dekha To,"Kumar Sanu, Lata Mangeshkar", Romantic,Dilwale Dulhania Le Jayenge,9.1
